"ICAO","STATE","AIRPORT","YEAR","RANK","TRAFFICTYPE","AIRTRAFFIC_TOTAL","LATITUDE","LONGITUDE","ALTITUDE","STATECODE"
"YPAD","South Australia","ADELAIDE",1985,"4","Domestic",1911747,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",1986,"4","Domestic",1978433,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",1987,"5","Domestic",2008843,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",1988,"4","Domestic",2164251,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",1989,"5","Domestic",1735052,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",1990,"5","Domestic",2107846,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",1991,"5","Domestic",2630016,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",1992,"4","Domestic",2729855,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",1993,"5","Domestic",2909895,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",1994,"5","Domestic",3174750,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",1995,"5","Domestic",3419694,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",1996,"5","Domestic",3559829,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",1997,"5","Domestic",3636402,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",1998,"5","Domestic",3789458,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",1999,"5","Domestic",3860910,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",2000,"5","Domestic",3963159,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",2001,"5","Domestic",4182480,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",2002,"5","Domestic",3994310,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",2003,"5","Domestic",4384095,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",2004,"5","Domestic",4839885,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",2005,"5","Domestic",5261677,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",2006,"5","Domestic",5592313,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",2007,"5","Domestic",5906429,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",2008,"5","Domestic",6270369,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",2009,"5","Domestic",6340348,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",2010,"5","Domestic",6758212,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",2011,"5","Domestic",6438334,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",2012,"5","Domestic",6416815,-34.945,138.5306,20,"SA"
"YPAD","South Australia","ADELAIDE",2013,"5","Domestic",6574289,-34.945,138.5306,20,"SA"
"YABA","Western Australia","ALBANY",1985,"-","Domestic",12643,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",1986,"-","Domestic",14450,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",1987,"-","Domestic",15098,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",1988,"-","Domestic",15493,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",1989,"-","Domestic",14396,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",1990,"-","Domestic",14818,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",1991,"-","Domestic",14593,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",1992,"-","Domestic",15011,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",1993,"-","Domestic",16224,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",1994,"-","Domestic",18956,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",1995,"-","Domestic",24184,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",1996,"-","Domestic",29993,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",1997,"-","Domestic",32068,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",1998,"-","Domestic",34839,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",1999,"-","Domestic",39904,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",2000,"-","Domestic",44022,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",2001,"-","Domestic",37798,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",2002,"-","Domestic",33828,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",2003,"-","Domestic",35242,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",2004,"-","Domestic",40878,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",2005,"-","Domestic",45620,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",2006,"56","Domestic",51704,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",2007,"58","Domestic",54638,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",2008,"59","Domestic",56841,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",2009,"59","Domestic",50381,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",2010,"55","Domestic",54402,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",2011,"59","Domestic",58363,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",2012,"58","Domestic",58998,-34.9433,117.809,233,"WA"
"YABA","Western Australia","ALBANY",2013,"57","Domestic",58903,-34.9433,117.809,233,"WA"
"YMAY","New South Wales","ALBURY",1985,"15","Domestic",266373,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",1986,"16","Domestic",280048,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",1987,"16","Domestic",257681,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",1988,"17","Domestic",199365,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",1989,"19","Domestic",113611,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",1990,"24","Domestic",94099,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",1991,"23","Domestic",110046,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",1992,"23","Domestic",118378,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",1993,"22","Domestic",124959,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",1994,"23","Domestic",143271,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",1995,"23","Domestic",148510,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",1996,"23","Domestic",152090,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",1997,"23","Domestic",156625,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",1998,"23","Domestic",156786,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",1999,"25","Domestic",157582,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",2000,"24","Domestic",167567,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",2001,"24","Domestic",144484,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",2002,"25","Domestic",124969,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",2003,"24","Domestic",141870,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",2004,"24","Domestic",176900,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",2005,"26","Domestic",190772,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",2006,"25","Domestic",204466,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",2007,"26","Domestic",220012,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",2008,"24","Domestic",278314,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",2009,"24","Domestic",282201,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",2010,"24","Domestic",291799,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",2011,"26","Domestic",280471,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",2012,"29","Domestic",276762,-36.0678,146.9581,539,"NSW"
"YMAY","New South Wales","ALBURY",2013,"27","Domestic",259446,-36.0678,146.9581,539,"NSW"
"YBAS","Northern Territory","ALICE SPRINGS",1985,"12","Domestic",493598,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",1986,"10","Domestic",598888,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",1987,"10","Domestic",689063,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",1988,"10","Domestic",730670,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",1989,"10","Domestic",501180,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",1990,"9","Domestic",658056,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",1991,"9","Domestic",712328,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",1992,"9","Domestic",740469,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",1993,"9","Domestic",855146,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",1994,"9","Domestic",933049,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",1995,"9","Domestic",908772,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",1996,"11","Domestic",823697,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",1997,"11","Domestic",782529,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",1998,"11","Domestic",796021,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",1999,"11","Domestic",790625,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2000,"11","Domestic",759274,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2001,"12","Domestic",635715,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2002,"13","Domestic",554234,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2003,"13","Domestic",586417,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2004,"13","Domestic",609908,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2005,"16","Domestic",599080,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2006,"16","Domestic",618889,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2007,"17","Domestic",623525,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2008,"17","Domestic",650880,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2009,"17","Domestic",674901,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2010,"17","Domestic",668844,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2011,"18","Domestic",598749,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2012,"18","Domestic",579752,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2013,"18","Domestic",655245,-23.8067,133.9022,1789,"NT"
"YARM","New South Wales","ARMIDALE",1985,"36","Domestic",73879,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1986,"33","Domestic",81345,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1987,"29","Domestic",88597,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1988,"33","Domestic",78421,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1989,"-","Domestic",45530,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1990,"-","Domestic",49444,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1991,"43","Domestic",50082,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1992,"45","Domestic",51945,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1993,"43","Domestic",58526,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1994,"43","Domestic",65672,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1995,"43","Domestic",66434,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1996,"43","Domestic",64242,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1997,"44","Domestic",64956,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1998,"43","Domestic",68432,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1999,"44","Domestic",66110,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2000,"42","Domestic",74725,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2001,"41","Domestic",69210,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2002,"42","Domestic",59105,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2003,"45","Domestic",60639,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2004,"42","Domestic",73697,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2005,"38","Domestic",97372,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2006,"42","Domestic",94500,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2007,"45","Domestic",90124,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2008,"45","Domestic",94888,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2009,"43","Domestic",97862,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2010,"43","Domestic",104653,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2011,"43","Domestic",104439,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2012,"45","Domestic",107388,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2013,"46","Domestic",108026,-30.5281,151.6172,3556,"NSW"
"YAYE","Northern Territory","AYERS ROCK",1985,"35","Domestic",74117,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1986,"23","Domestic",97621,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1987,"22","Domestic",127770,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1988,"24","Domestic",109734,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1989,"32","Domestic",57805,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1990,"27","Domestic",87838,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1991,"20","Domestic",127420,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1992,"18","Domestic",159782,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1993,"17","Domestic",220313,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1994,"16","Domestic",269169,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1995,"16","Domestic",298984,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1996,"14","Domestic",365434,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1997,"14","Domestic",407475,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1998,"14","Domestic",396754,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1999,"14","Domestic",432459,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2000,"14","Domestic",449947,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2001,"14","Domestic",399707,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2002,"14","Domestic",369170,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2003,"17","Domestic",329136,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2004,"19","Domestic",345175,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2005,"19","Domestic",375314,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2006,"19","Domestic",383633,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2007,"19","Domestic",377999,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2008,"21","Domestic",338277,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2009,"23","Domestic",295455,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2010,"23","Domestic",293809,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2011,"24","Domestic",298410,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2012,"27","Domestic",285602,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2013,"31","Domestic",233394,-25.1861,130.9756,1626,"NT"
"YBNA","New South Wales","BALLINA",1985,"-","Domestic",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1986,"-","Domestic",925,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1987,"-","Domestic",23679,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1988,"-","Domestic",30199,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1989,"-","Domestic",20642,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1990,"39","Domestic",50306,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1991,"39","Domestic",54484,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1992,"37","Domestic",65863,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1993,"41","Domestic",64170,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1994,"41","Domestic",72988,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1995,"39","Domestic",76276,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1996,"37","Domestic",82709,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1997,"35","Domestic",93949,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1998,"34","Domestic",98558,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1999,"32","Domestic",106856,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2000,"34","Domestic",98724,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2001,"33","Domestic",91023,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2002,"33","Domestic",85561,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2003,"37","Domestic",80338,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2004,"29","Domestic",138080,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2005,"24","Domestic",227651,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2006,"22","Domestic",310264,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2007,"23","Domestic",317753,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2008,"23","Domestic",319055,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2009,"22","Domestic",318314,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2010,"25","Domestic",268889,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2011,"23","Domestic",310499,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2012,"24","Domestic",346011,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2013,"25","Domestic",382347,-28.8339,153.5625,7,"NSW"
"YBAM","Queensland","BAMAGA",1985,"-","Domestic",4886,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1986,"-","Domestic",6752,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1987,"-","Domestic",7952,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1988,"-","Domestic",8874,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1989,"-","Domestic",8430,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1990,"-","Domestic",4297,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1991,"-","Domestic",8913,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1992,"-","Domestic",11372,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1993,"-","Domestic",9072,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1994,"-","Domestic",9103,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1995,"-","Domestic",9113,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1996,"-","Domestic",6570,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1997,"-","Domestic",9110,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1998,"-","Domestic",10630,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1999,"-","Domestic",11181,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2000,"-","Domestic",8902,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2001,"-","Domestic",4110,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2002,"-","Domestic",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2003,"-","Domestic",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2004,"-","Domestic",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2005,"-","Domestic",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2006,"-","Domestic",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2007,"-","Domestic",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2008,"-","Domestic",11662,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2009,"-","Domestic",11871,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2010,"-","Domestic",15476,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2011,"-","Domestic",13665,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2012,"-","Domestic",12168,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2013,"-","Domestic",12132,-10.9508,142.4594,34,"QLD"
"YBTH","New South Wales","BATHURST",1985,"-","Domestic",12386,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1986,"-","Domestic",13264,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1987,"-","Domestic",13711,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1988,"-","Domestic",13801,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1989,"-","Domestic",9688,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1990,"-","Domestic",10035,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1991,"-","Domestic",11391,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1992,"-","Domestic",14916,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1993,"-","Domestic",15913,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1994,"-","Domestic",17187,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1995,"-","Domestic",16610,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1996,"-","Domestic",16569,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1997,"-","Domestic",16242,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1998,"-","Domestic",18538,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1999,"-","Domestic",18395,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2000,"-","Domestic",18732,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2001,"-","Domestic",14635,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2002,"-","Domestic",13848,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2003,"-","Domestic",13826,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2004,"-","Domestic",18647,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2005,"-","Domestic",20222,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2006,"-","Domestic",23074,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2007,"-","Domestic",24577,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2008,"-","Domestic",23826,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2009,"-","Domestic",23318,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2010,"-","Domestic",25545,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2011,"-","Domestic",26999,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2012,"-","Domestic",22269,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2013,"-","Domestic",19617,-33.4094,149.652,2435,"NSW"
"YBTI","Northern Territory","BATHURST ISLAND",1985,"-","Domestic",10596,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",1986,"-","Domestic",7941,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",1987,"-","Domestic",9493,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",1988,"-","Domestic",12325,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",1989,"-","Domestic",2033,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",1990,"-","Domestic",0,-11.7692,130.6197,67,"NT"
