"ICAO","STATE","AIRPORT","YEAR","RANK","TRAFFICTYPE","AIRTRAFFIC_TOTAL","LATITUDE","LONGITUDE","ALTITUDE","STATECODE"
"YCBG","Tasmania","HOBART",2009,"9","Domestic",1874459,-42.9167,147.5472,NA,"TAS"
"YCBG","Tasmania","HOBART",2010,"9","Domestic",1882092,-42.9167,147.5472,NA,"TAS"
"YCBG","Tasmania","HOBART",2011,"10","Domestic",1844681,-42.9167,147.5472,NA,"TAS"
"YCBG","Tasmania","HOBART",2012,"10","Domestic",1919026,-42.9167,147.5472,NA,"TAS"
"YCBG","Tasmania","HOBART",2013,"9","Domestic",2091706,-42.9167,147.5472,NA,"TAS"
"YPKG","Western Australia","KALGOORLIE",1985,"29","Domestic",87049,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",1986,"25","Domestic",92022,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",1987,"24","Domestic",108818,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",1988,"22","Domestic",122395,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",1989,"23","Domestic",85973,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",1990,"25","Domestic",92760,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",1991,"29","Domestic",86918,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",1992,"28","Domestic",90111,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",1993,"27","Domestic",106807,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",1994,"25","Domestic",127363,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",1995,"21","Domestic",173389,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",1996,"20","Domestic",204976,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",1997,"20","Domestic",214511,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",1998,"19","Domestic",224432,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",1999,"20","Domestic",205870,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",2000,"21","Domestic",217146,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",2001,"21","Domestic",171951,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",2002,"22","Domestic",153531,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",2003,"23","Domestic",156637,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",2004,"25","Domestic",171340,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",2005,"25","Domestic",192626,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",2006,"26","Domestic",197531,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",2007,"25","Domestic",228834,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",2008,"25","Domestic",265209,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",2009,"27","Domestic",215870,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",2010,"26","Domestic",248800,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",2011,"27","Domestic",266065,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",2012,"30","Domestic",265612,-30.7894,121.4617,1203,"WA"
"YPKG","Western Australia","KALGOORLIE",2013,"29","Domestic",241418,-30.7894,121.4617,1203,"WA"
"YKBL","Western Australia","KAMBALDA",1985,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",1986,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",1987,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",1988,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",1989,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",1990,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",1991,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",1992,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",1993,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",1994,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",1995,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",1996,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",1997,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",1998,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",1999,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",2000,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",2001,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",2002,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",2003,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",2004,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",2005,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",2006,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",2007,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",2008,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",2009,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",2010,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",2011,"-","Domestic",0,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",2012,"-","Domestic",17813,-31.2,121.667,0,"WA"
"YKBL","Western Australia","KAMBALDA",2013,"-","Domestic",7657,-31.2,121.667,0,"WA"
"YPKA","Western Australia","KARRATHA",1985,"19","Domestic",196365,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",1986,"19","Domestic",207617,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",1987,"17","Domestic",202964,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",1988,"18","Domestic",187334,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",1989,"17","Domestic",135228,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",1990,"18","Domestic",145660,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",1991,"18","Domestic",159413,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",1992,"17","Domestic",171976,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",1993,"19","Domestic",176192,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",1994,"19","Domestic",198753,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",1995,"20","Domestic",174677,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",1996,"21","Domestic",171803,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",1997,"21","Domestic",178920,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",1998,"21","Domestic",190898,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",1999,"22","Domestic",170364,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",2000,"25","Domestic",163597,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",2001,"22","Domestic",156864,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",2002,"23","Domestic",152919,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",2003,"22","Domestic",175037,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",2004,"22","Domestic",200776,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",2005,"22","Domestic",241469,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",2006,"23","Domestic",291230,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",2007,"21","Domestic",338642,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",2008,"18","Domestic",444972,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",2009,"18","Domestic",539169,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",2010,"18","Domestic",628807,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",2011,"16","Domestic",740311,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",2012,"15","Domestic",818415,-20.7122,116.7733,29,"WA"
"YPKA","Western Australia","KARRATHA",2013,"16","Domestic",770950,-20.7122,116.7733,29,"WA"
"YKII","Tasmania","KING ISLAND",1985,"-","Domestic",20920,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",1986,"-","Domestic",19731,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",1987,"-","Domestic",24622,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",1988,"-","Domestic",29229,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",1989,"-","Domestic",30674,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",1990,"-","Domestic",31686,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",1991,"-","Domestic",30557,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",1992,"-","Domestic",30833,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",1993,"-","Domestic",34975,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",1994,"-","Domestic",36559,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",1995,"-","Domestic",35953,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",1996,"-","Domestic",33967,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",1997,"-","Domestic",35379,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",1998,"-","Domestic",40304,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",1999,"-","Domestic",34281,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",2000,"-","Domestic",27745,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",2001,"-","Domestic",27559,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",2002,"-","Domestic",17481,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",2003,"-","Domestic",17909,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",2004,"-","Domestic",28480,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",2005,"-","Domestic",26345,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",2006,"-","Domestic",29037,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",2007,"-","Domestic",30757,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",2008,"-","Domestic",32207,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",2009,"-","Domestic",32600,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",2010,"-","Domestic",31262,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",2011,"-","Domestic",31708,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",2012,"-","Domestic",34173,-39.8775,143.878,132,"TAS"
"YKII","Tasmania","KING ISLAND",2013,"-","Domestic",33589,-39.8775,143.878,132,"TAS"
"YKSC","South Australia","KINGSCOTE",1985,"44","Domestic",54257,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",1986,"-","Domestic",48273,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",1987,"-","Domestic",41615,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",1988,"-","Domestic",41494,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",1989,"-","Domestic",43561,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",1990,"-","Domestic",20661,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",1991,"-","Domestic",43694,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",1992,"-","Domestic",45253,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",1993,"47","Domestic",54600,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",1994,"44","Domestic",64397,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",1995,"42","Domestic",67300,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",1996,"40","Domestic",74107,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",1997,"39","Domestic",79684,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",1998,"36","Domestic",91962,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",1999,"37","Domestic",90543,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",2000,"38","Domestic",82775,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",2001,"40","Domestic",71492,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",2002,"40","Domestic",64562,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",2003,"43","Domestic",60684,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",2004,"45","Domestic",66124,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",2005,"49","Domestic",62156,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",2006,"53","Domestic",58099,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",2007,"55","Domestic",63307,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",2008,"54","Domestic",62022,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",2009,"55","Domestic",56558,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",2010,"57","Domestic",52552,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",2011,"-","Domestic",45616,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",2012,"-","Domestic",39502,-35.7139,137.5214,24,"SA"
"YKSC","South Australia","KINGSCOTE",2013,"-","Domestic",38370,-35.7139,137.5214,24,"SA"
"YPKU","Western Australia","KUNUNURRA",1985,"33","Domestic",76176,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",1986,"39","Domestic",71313,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",1987,"33","Domestic",82440,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",1988,"28","Domestic",91112,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",1989,"29","Domestic",73523,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",1990,"22","Domestic",95830,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",1991,"28","Domestic",94434,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",1992,"26","Domestic",100605,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",1993,"26","Domestic",112257,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",1994,"24","Domestic",131111,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",1995,"26","Domestic",122990,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",1996,"30","Domestic",107899,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",1997,"36","Domestic",90932,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",1998,"38","Domestic",87846,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",1999,"42","Domestic",74378,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",2000,"45","Domestic",57313,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",2001,"45","Domestic",50971,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",2002,"-","Domestic",35917,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",2003,"-","Domestic",37028,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",2004,"-","Domestic",45849,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",2005,"-","Domestic",47119,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",2006,"52","Domestic",58937,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",2007,"53","Domestic",63692,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",2008,"49","Domestic",72549,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",2009,"47","Domestic",79196,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",2010,"46","Domestic",84920,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",2011,"46","Domestic",89230,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",2012,"50","Domestic",92203,-15.7781,128.7075,145,"WA"
"YPKU","Western Australia","KUNUNURRA",2013,"49","Domestic",91064,-15.7781,128.7075,145,"WA"
"YMLT","Tasmania","LAUNCESTON",1985,"9","Domestic",597081,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",1986,"11","Domestic",582570,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",1987,"11","Domestic",600201,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",1988,"11","Domestic",622229,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",1989,"13","Domestic",391068,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",1990,"13","Domestic",389855,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",1991,"13","Domestic",431152,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",1992,"13","Domestic",456683,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",1993,"13","Domestic",486894,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",1994,"13","Domestic",539380,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",1995,"13","Domestic",573118,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",1996,"13","Domestic",591617,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",1997,"13","Domestic",558837,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",1998,"13","Domestic",535944,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",1999,"13","Domestic",543964,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",2000,"13","Domestic",529858,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",2001,"13","Domestic",509012,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",2002,"12","Domestic",570408,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",2003,"12","Domestic",607917,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",2004,"12","Domestic",750462,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",2005,"12","Domestic",887104,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",2006,"12","Domestic",963333,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",2007,"12","Domestic",1039438,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",2008,"13","Domestic",1127487,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",2009,"13","Domestic",1136374,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",2010,"13","Domestic",1157967,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",2011,"13","Domestic",1125614,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",2012,"13","Domestic",1172273,-41.5453,147.2142,562,"TAS"
"YMLT","Tasmania","LAUNCESTON",2013,"12","Domestic",1257145,-41.5453,147.2142,562,"TAS"
"YPLM","Western Australia","LEARMONTH",1985,"-","Domestic",23135,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",1986,"-","Domestic",24132,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",1987,"-","Domestic",22241,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",1988,"-","Domestic",21169,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",1989,"-","Domestic",17194,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",1990,"-","Domestic",20712,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",1991,"-","Domestic",18687,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",1992,"-","Domestic",21212,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",1993,"-","Domestic",27457,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",1994,"-","Domestic",36353,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",1995,"-","Domestic",27726,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",1996,"-","Domestic",28200,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",1997,"-","Domestic",28742,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",1998,"-","Domestic",19162,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",1999,"-","Domestic",18422,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",2000,"-","Domestic",17017,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",2001,"-","Domestic",13762,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",2002,"-","Domestic",16180,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",2003,"-","Domestic",17004,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",2004,"-","Domestic",21899,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",2005,"-","Domestic",28458,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",2006,"-","Domestic",33107,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",2007,"-","Domestic",40767,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",2008,"-","Domestic",45576,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",2009,"-","Domestic",42414,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",2010,"61","Domestic",50366,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",2011,"51","Domestic",68670,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",2012,"49","Domestic",92404,-22.2356,114.0886,19,"WA"
"YPLM","Western Australia","LEARMONTH",2013,"48","Domestic",91743,-22.2356,114.0886,19,"WA"
"YLEO","Western Australia","LEONORA",1985,"-","Domestic",2484,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",1986,"-","Domestic",2313,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",1987,"-","Domestic",2525,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",1988,"-","Domestic",2942,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",1989,"-","Domestic",2453,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",1990,"-","Domestic",2821,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",1991,"-","Domestic",3634,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",1992,"-","Domestic",3113,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",1993,"-","Domestic",3492,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",1994,"-","Domestic",3592,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",1995,"-","Domestic",4413,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",1996,"-","Domestic",6754,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",1997,"-","Domestic",11286,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",1998,"-","Domestic",14185,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",1999,"-","Domestic",11384,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",2000,"-","Domestic",8230,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",2001,"-","Domestic",7609,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",2002,"-","Domestic",9941,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",2003,"-","Domestic",8994,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",2004,"-","Domestic",7531,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",2005,"-","Domestic",3334,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",2006,"-","Domestic",7064,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",2007,"-","Domestic",10873,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",2008,"-","Domestic",20054,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",2009,"-","Domestic",15405,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",2010,"-","Domestic",20059,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",2011,"-","Domestic",16512,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",2012,"-","Domestic",15312,-28.8781,121.315,1217,"WA"
"YLEO","Western Australia","LEONORA",2013,"-","Domestic",12983,-28.8781,121.315,1217,"WA"
"YLIS","New South Wales","LISMORE",1985,"-","Domestic",5639,-28.8303,153.26,35,"NSW"
"YLIS","New South Wales","LISMORE",1986,"-","Domestic",5410,-28.8303,153.26,35,"NSW"
